timestamp,hour,day_of_week,close,volume,ticker,date,sma_50,sma_200,day_of_month,month,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,target_4periods_ahead,target_8periods_ahead,target_16periods_ahead
2022-01-27 00:00:00+00:00,0,Thursday,191.52000000,59682045.00000000,IWM,2022-01-27,217.97180000,222.93280000,27,1,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.50000000,0.86602540,0.05127402,0.05868839,0.04151003
2022-01-28 00:00:00+00:00,0,Friday,195.25000000,65869951.00000000,IWM,2022-01-28,217.09700000,222.78760000,28,1,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.50000000,0.86602540,0.01167734,0.05818182,0.00722151
2022-01-31 00:00:00+00:00,0,Monday,201.24000000,53379759.00000000,IWM,2022-01-31,216.40460000,222.67055000,31,1,0,0.00000000,1.00000000,0.00000000,1.00000000,0.50000000,0.86602540,-0.01421189,0.01093222,-0.04104552
2022-02-01 00:00:00+00:00,0,Tuesday,203.36000000,43385351.00000000,IWM,2022-02-01,215.77460000,222.57870000,1,2,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,0.50000000,-0.01966955,-0.00973643,-0.02616050
2022-02-02 00:00:00+00:00,0,Wednesday,201.34000000,42777817.00000000,IWM,2022-02-02,215.14700000,222.49945000,2,2,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,0.50000000,0.00705275,-0.00327804,0.00576140
2022-02-03 00:00:00+00:00,0,Thursday,197.53000000,39552515.00000000,IWM,2022-02-03,214.46300000,222.37460000,3,2,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,0.50000000,0.04596770,0.04318331,0.02931200
2022-02-04 00:00:00+00:00,0,Friday,198.38000000,34199472.00000000,IWM,2022-02-04,213.80400000,222.25860000,4,2,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,0.50000000,0.02550660,0.04088114,0.00559532
2022-02-07 00:00:00+00:00,0,Monday,199.36000000,32992576.00000000,IWM,2022-02-07,213.15960000,222.12660000,7,2,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,0.50000000,0.01013242,0.00922953,0.02447833
2022-02-08 00:00:00+00:00,0,Tuesday,202.76000000,28341923.00000000,IWM,2022-02-08,212.75780000,221.99985000,8,2,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,0.50000000,-0.01025843,-0.01622608,-0.00463602
2022-02-09 00:00:00+00:00,0,Wednesday,206.61000000,27328310.00000000,IWM,2022-02-09,212.43580000,221.89065000,9,2,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,0.50000000,-0.00266202,-0.04815837,-0.03847829
2022-02-10 00:00:00+00:00,0,Thursday,203.44000000,43730095.00000000,IWM,2022-02-10,212.14120000,221.76365000,10,2,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,0.50000000,0.01499214,-0.05141565,-0.04777821
2022-02-11 00:00:00+00:00,0,Friday,201.38000000,41401153.00000000,IWM,2022-02-11,211.90360000,221.63060000,11,2,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,0.50000000,-0.00089383,-0.01658556,-0.03272420
2022-02-14 00:00:00+00:00,0,Monday,200.68000000,32245614.00000000,IWM,2022-02-14,211.53300000,221.50955000,14,2,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,0.50000000,-0.00602950,0.00906916,-0.00199322
2022-02-15 00:00:00+00:00,0,Tuesday,206.06000000,25849238.00000000,IWM,2022-02-15,211.36000000,221.40990000,15,2,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,0.50000000,-0.04561778,-0.01329710,-0.02979715
2022-02-16 00:00:00+00:00,0,Wednesday,206.49000000,30104755.00000000,IWM,2022-02-16,211.10940000,221.32590000,16,2,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,0.50000000,-0.06542690,-0.03389995,-0.04726621
2022-02-17 00:00:00+00:00,0,Thursday,201.20000000,26749633.00000000,IWM,2022-02-17,210.65140000,221.21990000,17,2,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,0.50000000,-0.01570577,0.01510934,-0.04219682
2022-02-18 00:00:00+00:00,0,Friday,199.47000000,36255429.00000000,IWM,2022-02-18,210.12820000,221.10430000,18,2,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,0.50000000,0.01519025,0.01178122,-0.01849902
2022-02-22 00:00:00+00:00,0,Tuesday,196.66000000,31847129.00000000,IWM,2022-02-22,209.65100000,220.96065000,22,2,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,0.50000000,0.03386555,0.01016984,0.02684837
2022-02-23 00:00:00+00:00,0,Wednesday,192.98000000,31160671.00000000,IWM,2022-02-23,209.11240000,220.82725000,23,2,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,0.50000000,0.03373407,0.00383459,0.06285625
2022-02-24 00:00:00+00:00,0,Thursday,198.04000000,51937572.00000000,IWM,2022-02-24,208.75240000,220.72265000,24,2,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,0.50000000,0.03130681,-0.01641083,0.04660675
2022-02-25 00:00:00+00:00,0,Friday,202.50000000,33605551.00000000,IWM,2022-02-25,208.51880000,220.67590000,25,2,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,0.50000000,-0.00335802,-0.01096296,0.01451852
2022-02-28 00:00:00+00:00,0,Monday,203.32000000,34892153.00000000,IWM,2022-02-28,208.23360000,220.61375000,28,2,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,0.50000000,-0.02291954,-0.01672241,0.02055873
2022-03-01 00:00:00+00:00,0,Tuesday,199.49000000,40074906.00000000,IWM,2022-03-01,207.95980000,220.50610000,1,3,0,0.00000000,1.00000000,0.78183148,0.62348980,1.00000000,0.00000000,-0.02892376,-0.01383528,0.02210637
2022-03-02 00:00:00+00:00,0,Wednesday,204.24000000,29901051.00000000,IWM,2022-03-02,207.74180000,220.42070000,2,3,0,0.00000000,1.00000000,0.97492791,-0.22252093,1.00000000,0.00000000,-0.04626910,-0.05645319,0.00783392
2022-03-03 00:00:00+00:00,0,Thursday,201.82000000,30142659.00000000,IWM,2022-03-03,207.53580000,220.33160000,3,3,0,0.00000000,1.00000000,0.43388374,-0.90096887,1.00000000,0.00000000,-0.00763056,-0.02992766,0.02130611
2022-03-04 00:00:00+00:00,0,Friday,198.66000000,31657741.00000000,IWM,2022-03-04,207.14540000,220.23515000,4,3,0,0.00000000,1.00000000,-0.43388374,-0.90096887,1.00000000,0.00000000,0.00634249,0.01651062,0.03790396
2022-03-07 00:00:00+00:00,0,Monday,193.72000000,39069830.00000000,IWM,2022-03-07,206.61420000,220.10675000,7,3,0,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.01553789,0.05879620,0.09286599
2022-03-08 00:00:00+00:00,0,Tuesday,194.79000000,45715788.00000000,IWM,2022-03-08,206.06920000,219.98085000,8,3,0,0.00000000,1.00000000,0.78183148,0.62348980,1.00000000,0.00000000,-0.01067817,0.06406900,0.06504441
2022-03-09 00:00:00+00:00,0,Wednesday,200.28000000,28989016.00000000,IWM,2022-03-09,205.59240000,219.87525000,9,3,0,0.00000000,1.00000000,0.97492791,-0.22252093,1.00000000,0.00000000,-0.02246854,0.02576393,0.02491512
2022-03-10 00:00:00+00:00,0,Thursday,199.92000000,25656492.00000000,IWM,2022-03-10,205.13580000,219.77855000,10,3,0,0.00000000,1.00000000,0.43388374,-0.90096887,1.00000000,0.00000000,0.01010404,0.03791517,0.03826531
2022-03-11 00:00:00+00:00,0,Friday,196.73000000,24758329.00000000,IWM,2022-03-11,204.61060000,219.64545000,11,3,0,0.00000000,1.00000000,-0.43388374,-0.90096887,1.00000000,0.00000000,0.04259645,0.03644589,0.05682916
2022-03-14 00:00:00+00:00,0,Monday,192.71000000,34969461.00000000,IWM,2022-03-14,204.00620000,219.48075000,14,3,0,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.07555394,0.06813346,0.05334440
2022-03-15 00:00:00+00:00,0,Tuesday,195.78000000,25464343.00000000,IWM,2022-03-15,203.47280000,219.33215000,15,3,0,0.00000000,1.00000000,0.78183148,0.62348980,1.00000000,0.00000000,0.04934110,0.05281438,0.02211666
2022-03-16 00:00:00+00:00,0,Wednesday,201.94000000,31850226.00000000,IWM,2022-03-16,203.00520000,219.20155000,16,3,0,0.00000000,1.00000000,0.97492791,-0.22252093,1.00000000,0.00000000,0.02753293,0.02104586,-0.01228088
2022-03-17 00:00:00+00:00,0,Thursday,205.11000000,25705798.00000000,IWM,2022-03-17,202.60780000,219.08545000,17,3,0,0.00000000,1.00000000,0.43388374,-0.90096887,1.00000000,0.00000000,-0.00589927,0.03217786,-0.03529813
2022-03-18 00:00:00+00:00,0,Friday,207.27000000,36857178.00000000,IWM,2022-03-18,202.40600000,218.98970000,18,3,0,0.00000000,1.00000000,-0.43388374,-0.90096887,1.00000000,0.00000000,-0.00689921,0.00091668,-0.05176823
2022-03-21 00:00:00+00:00,0,Monday,205.44000000,26647523.00000000,IWM,2022-03-21,202.14280000,218.87990000,21,3,0,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00330997,-0.00082749,-0.04030374
2022-03-22 00:00:00+00:00,0,Tuesday,207.50000000,24605895.00000000,IWM,2022-03-22,201.97140000,218.76515000,22,3,0,0.00000000,1.00000000,0.78183148,0.62348980,1.00000000,0.00000000,-0.00631325,0.00033735,-0.03175904
2022-03-23 00:00:00+00:00,0,Wednesday,203.90000000,19774978.00000000,IWM,2022-03-23,201.74300000,218.62020000,23,3,0,0.00000000,1.00000000,0.97492791,-0.22252093,1.00000000,0.00000000,0.03830309,0.01966650,-0.02422756
2022-03-24 00:00:00+00:00,0,Thursday,205.84000000,19647210.00000000,IWM,2022-03-24,201.50760000,218.49270000,24,3,0,0.00000000,1.00000000,0.43388374,-0.90096887,1.00000000,0.00000000,0.00787019,-0.01384571,-0.03993393
2022-03-25 00:00:00+00:00,0,Friday,206.12000000,19207466.00000000,IWM,2022-03-25,201.31020000,218.37690000,25,3,0,0.00000000,1.00000000,-0.43388374,-0.90096887,1.00000000,0.00000000,-0.00412381,-0.02915777,-0.02212304
2022-03-28 00:00:00+00:00,0,Monday,206.19000000,18999130.00000000,IWM,2022-03-28,201.15380000,218.24935000,28,3,0,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00669286,-0.03263980,-0.01872060
2022-03-29 00:00:00+00:00,0,Tuesday,211.71000000,29308171.00000000,IWM,2022-03-29,201.10180000,218.15280000,29,3,0,0.00000000,1.00000000,0.78183148,0.62348980,1.00000000,0.00000000,-0.01794908,-0.06537244,-0.06570308
2022-03-30 00:00:00+00:00,0,Wednesday,207.46000000,26251502.00000000,IWM,2022-03-30,201.09440000,218.03830000,30,3,0,0.00000000,1.00000000,0.97492791,-0.22252093,1.00000000,0.00000000,-0.02154632,-0.05263665,-0.07124265
2022-03-31 00:00:00+00:00,0,Thursday,205.27000000,26571581.00000000,IWM,2022-03-31,201.11080000,217.91530000,31,3,0,0.00000000,1.00000000,0.43388374,-0.90096887,1.00000000,0.00000000,-0.02513762,-0.03950894,-0.05563404
2022-04-01 00:00:00+00:00,0,Friday,207.57000000,25948508.00000000,IWM,2022-04-01,201.24720000,217.81670000,1,4,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,-0.50000000,-0.03907116,-0.03208556,-0.09553404
2022-04-04 00:00:00+00:00,0,Monday,207.91000000,20333898.00000000,IWM,2022-04-04,201.46560000,217.74560000,4,4,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,-0.50000000,-0.04829013,-0.04304747,-0.10076475
2022-04-05 00:00:00+00:00,0,Tuesday,202.99000000,26509793.00000000,IWM,2022-04-05,201.49480000,217.62615000,5,4,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,-0.50000000,-0.03177496,-0.02645451,-0.06177644
2022-04-06 00:00:00+00:00,0,Wednesday,200.11000000,34692891.00000000,IWM,2022-04-06,201.52020000,217.48715000,6,4,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,-0.50000000,-0.01474189,0.00724601,-0.07575833
2022-04-07 00:00:00+00:00,0,Thursday,199.46000000,29228844.00000000,IWM,2022-04-07,201.59000000,217.34115000,7,4,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,-0.50000000,0.00726963,0.01438885,-0.06302015
2022-04-08 00:00:00+00:00,0,Friday,197.87000000,25246579.00000000,IWM,2022-04-08,201.71700000,217.17105000,8,4,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,-0.50000000,0.00550867,-0.00035377,-0.04740486
2022-04-11 00:00:00+00:00,0,Monday,196.54000000,33179263.00000000,IWM,2022-04-11,201.74280000,216.99235000,11,4,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,-0.50000000,0.00549506,-0.01963977,-0.01536583
2022-04-12 00:00:00+00:00,0,Tuesday,197.16000000,33399784.00000000,IWM,2022-04-12,201.66120000,216.82595000,12,4,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,-0.50000000,0.02231690,-0.01678840,-0.05827754
2022-04-13 00:00:00+00:00,0,Wednesday,200.91000000,22203590.00000000,IWM,2022-04-13,201.61220000,216.68380000,13,4,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,-0.50000000,0.00706784,-0.06555174,-0.09123488
2022-04-14 00:00:00+00:00,0,Thursday,198.96000000,27061953.00000000,IWM,2022-04-14,201.56460000,216.53175000,14,4,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,-0.50000000,-0.00583032,-0.06031363,-0.12092883
2022-04-18 00:00:00+00:00,0,Monday,197.62000000,22246351.00000000,IWM,2022-04-18,201.56640000,216.36290000,18,4,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,-0.50000000,-0.02499747,-0.03628175,-0.11471511
2022-04-19 00:00:00+00:00,0,Tuesday,201.56000000,22255935.00000000,IWM,2022-04-19,201.63000000,216.22475000,19,4,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,-0.50000000,-0.03825164,-0.08240722,-0.15360191
2022-04-20 00:00:00+00:00,0,Wednesday,202.33000000,20516175.00000000,IWM,2022-04-20,201.68940000,216.10710000,20,4,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,-0.50000000,-0.07210992,-0.07631098,-0.14693817
2022-04-21 00:00:00+00:00,0,Thursday,197.80000000,31504675.00000000,IWM,2022-04-21,201.59020000,215.97730000,21,4,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,-0.50000000,-0.05480283,-0.04706775,-0.09974722
2022-04-22 00:00:00+00:00,0,Friday,192.68000000,35586941.00000000,IWM,2022-04-22,201.31160000,215.83220000,22,4,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,-0.50000000,-0.01157359,0.00435956,-0.08023666
2022-04-25 00:00:00+00:00,0,Monday,193.85000000,35529526.00000000,IWM,2022-04-25,201.11980000,215.66955000,25,4,0,0.00000000,1.00000000,0.00000000,1.00000000,0.86602540,-0.50000000,-0.04591179,-0.04219758,-0.05782822
2022-04-26 00:00:00+00:00,0,Tuesday,187.74000000,40439992.00000000,IWM,2022-04-26,200.84700000,215.47540000,26,4,0,0.00000000,1.00000000,0.78183148,0.62348980,0.86602540,-0.50000000,-0.00452754,-0.02748482,-0.06125493
2022-04-27 00:00:00+00:00,0,Wednesday,186.96000000,37717971.00000000,IWM,2022-04-27,200.57260000,215.29870000,27,4,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.86602540,-0.50000000,0.00818357,-0.06450578,-0.05578733
2022-04-28 00:00:00+00:00,0,Thursday,190.45000000,37214385.00000000,IWM,2022-04-28,200.26040000,215.15660000,28,4,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.86602540,-0.50000000,0.01611972,-0.08138619,-0.07545287
2022-04-29 00:00:00+00:00,0,Friday,184.95000000,41124123.00000000,IWM,2022-04-29,199.82960000,214.99320000,29,4,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.86602540,-0.50000000,0.00389294,-0.07758854,-0.03644228
2022-05-02 00:00:00+00:00,0,Monday,186.89000000,37793089.00000000,IWM,2022-05-02,199.54340000,214.85290000,2,5,0,0.00000000,1.00000000,0.00000000,1.00000000,0.50000000,-0.86602540,-0.02306169,-0.07646209,-0.06057039
2022-05-03 00:00:00+00:00,0,Tuesday,188.49000000,30125266.00000000,IWM,2022-05-03,199.32380000,214.73670000,3,5,0,0.00000000,1.00000000,0.78183148,0.62348980,0.50000000,-0.86602540,-0.07209932,-0.05528145,-0.05177994
2022-05-04 00:00:00+00:00,0,Wednesday,193.52000000,38834742.00000000,IWM,2022-05-04,199.26100000,214.61280000,4,5,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.50000000,-0.86602540,-0.09595907,-0.08422902,-0.05580819
2022-05-05 00:00:00+00:00,0,Thursday,185.67000000,41161705.00000000,IWM,2022-05-05,199.11480000,214.43085000,5,5,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.50000000,-0.86602540,-0.08116551,-0.01631928,0.01061022
2022-05-06 00:00:00+00:00,0,Friday,182.58000000,45375373.00000000,IWM,2022-05-06,198.80560000,214.25110000,6,5,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.50000000,-0.86602540,-0.05466097,-0.03472450,0.01495235
2022-05-09 00:00:00+00:00,0,Monday,174.90000000,53282010.00000000,IWM,2022-05-09,198.25360000,214.02785000,9,5,0,0.00000000,1.00000000,0.00000000,1.00000000,0.50000000,-0.86602540,0.01812464,0.00931961,0.05351630
2022-05-10 00:00:00+00:00,0,Tuesday,174.95000000,53650814.00000000,IWM,2022-05-10,197.68620000,213.80165000,10,5,0,0.00000000,1.00000000,0.78183148,0.62348980,0.50000000,-0.86602540,0.01297514,0.00645899,0.07893684
2022-05-11 00:00:00+00:00,0,Wednesday,170.60000000,64341822.00000000,IWM,2022-05-11,197.10840000,213.56655000,11,5,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.50000000,-0.86602540,0.07057444,0.04460727,0.09648300
2022-05-12 00:00:00+00:00,0,Thursday,172.60000000,52905878.00000000,IWM,2022-05-12,196.47560000,213.32545000,12,5,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.50000000,-0.86602540,0.02108922,0.01720742,0.08847045
2022-05-13 00:00:00+00:00,0,Friday,178.07000000,36517011.00000000,IWM,2022-05-13,196.00060000,213.10320000,13,5,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.50000000,-0.86602540,-0.00864828,0.00370641,0.07205032
2022-05-16 00:00:00+00:00,0,Monday,177.22000000,28184461.00000000,IWM,2022-05-16,195.57180000,212.88405000,16,5,0,0.00000000,1.00000000,0.00000000,1.00000000,0.50000000,-0.86602540,-0.00643268,0.03103487,0.06054621
2022-05-17 00:00:00+00:00,0,Tuesday,182.64000000,31833733.00000000,IWM,2022-05-17,195.35020000,212.69750000,17,5,0,0.00000000,1.00000000,0.78183148,0.62348980,0.50000000,-0.86602540,-0.02425537,0.02737626,0.00509198
2022-05-18 00:00:00+00:00,0,Wednesday,176.24000000,36093763.00000000,IWM,2022-05-18,194.97920000,212.47440000,18,5,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.50000000,-0.86602540,-0.00380163,0.05146391,0.01333409
2022-05-19 00:00:00+00:00,0,Thursday,176.53000000,33627736.00000000,IWM,2022-05-19,194.50420000,212.26650000,19,5,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.50000000,-0.86602540,0.01246247,0.04378859,-0.03585793
2022-05-20 00:00:00+00:00,0,Friday,176.08000000,40758036.00000000,IWM,2022-05-20,194.02740000,212.03675000,20,5,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.50000000,-0.86602540,0.03771013,0.07201272,-0.03805089
2022-05-23 00:00:00+00:00,0,Monday,178.21000000,24627132.00000000,IWM,2022-05-23,193.65700000,211.81085000,23,5,0,0.00000000,1.00000000,0.00000000,1.00000000,0.50000000,-0.86602540,0.05291510,0.04966051,-0.03563212
2022-05-24 00:00:00+00:00,0,Tuesday,175.57000000,26824782.00000000,IWM,2022-05-24,193.31420000,211.57790000,24,5,0,0.00000000,1.00000000,0.78183148,0.62348980,0.50000000,-0.86602540,0.05547645,0.07005753,-0.06646921
2022-05-25 00:00:00+00:00,0,Wednesday,178.73000000,27930056.00000000,IWM,2022-05-25,192.97320000,211.35855000,25,5,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.50000000,-0.86602540,0.03094052,0.06809153,-0.07581268
2022-05-26 00:00:00+00:00,0,Thursday,182.72000000,25700004.00000000,IWM,2022-05-26,192.58880000,211.15370000,26,5,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.50000000,-0.86602540,0.03305604,0.02862303,-0.07979422
2022-05-27 00:00:00+00:00,0,Friday,187.64000000,24943826.00000000,IWM,2022-05-27,192.23940000,210.97610000,27,5,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.50000000,-0.86602540,-0.00309103,-0.02169047,-0.10562780
2022-05-31 00:00:00+00:00,0,Tuesday,185.31000000,29523059.00000000,IWM,2022-05-31,191.80020000,210.79700000,31,5,0,0.00000000,1.00000000,0.78183148,0.62348980,0.50000000,-0.86602540,0.01381469,-0.03626356,-0.08353570
2022-06-01 00:00:00+00:00,0,Wednesday,184.26000000,28262136.00000000,IWM,2022-06-01,191.37660000,210.62295000,1,6,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.00000000,-1.00000000,0.03603604,-0.07630522,-0.04976663
2022-06-02 00:00:00+00:00,0,Thursday,188.76000000,24257960.00000000,IWM,2022-06-02,191.00180000,210.48475000,2,6,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.00000000,-1.00000000,-0.00429116,-0.10267006,-0.06897648
2022-06-03 00:00:00+00:00,0,Friday,187.06000000,18958390.00000000,IWM,2022-06-03,190.66500000,210.34750000,3,6,0,0.00000000,1.00000000,-0.43388374,-0.90096887,0.00000000,-1.00000000,-0.01865712,-0.08125735,-0.07815674
2022-06-06 00:00:00+00:00,0,Monday,187.87000000,24310747.00000000,IWM,2022-06-06,190.30560000,210.22715000,6,6,0,0.00000000,1.00000000,0.00000000,1.00000000,0.00000000,-1.00000000,-0.04939586,-0.12758823,-0.09144621
2022-06-07 00:00:00+00:00,0,Tuesday,190.90000000,21630588.00000000,IWM,2022-06-07,190.00120000,210.10405000,7,6,0,0.00000000,1.00000000,0.78183148,0.62348980,0.00000000,-1.00000000,-0.10843373,-0.13473023,-0.11283394
2022-06-08 00:00:00+00:00,0,Wednesday,187.95000000,21521727.00000000,IWM,2022-06-08,189.63640000,209.94570000,8,6,0,0.00000000,1.00000000,0.97492791,-0.22252093,0.00000000,-1.00000000,-0.09880287,-0.10540037,-0.08800213
2022-06-09 00:00:00+00:00,0,Thursday,183.57000000,21673529.00000000,IWM,2022-06-09,189.07360000,209.75465000,9,6,0,0.00000000,1.00000000,0.43388374,-0.90096887,0.00000000,-1.00000000,-0.06379038,-0.08579833,-0.05850629
